CENTRO,CIF,GRUPO,U.V.I.,URGENC.,DIRECCIÓN,CPOSTAL,POBLACIÓN,PROVINCIA,COMUNIDAD AUTÓNOMA,TELEFONO,lat,lon
"CENTRO AVANZADO PHISIES, S.L.",B91742619,C2,N,N,"Avda. Innovacion, s/n edf. sierra este, local 27",41020,SEVILLA,SEVILLA,ANDALUCÍA,954997750,37.4005,-5.93
CENTRO BAYYANA,B04759213,C2,,,Avenida Federico Garcia Lorca 25,04004,ALMERIA,ALMERIA,ANDALUCÍA,950954084/ 615949205,36.8381,-2.4597
"CENTRO BIOMÉDICO ASCIRES CAMPANAR (Ascires Exploraciones Radiológicas Especiales, S.L.)",B46138632,C2,N,N,"C/ Marqués de San Juan, 6 (Avda Campanar, 114)",46004,VALENCIA,VALENCIA,C. VALENCIANA,963595893,39.4698,-0.3774
CENTRO MEDICO RECOLETAS LAGUNA,B34002592,C2,NO,NO,PLAZA DE LOS HOYOS 1,47600,LAGUNA DUERO,VALLADOLID,CASTILLA LEÓN,983526032,42.0999,-5.0344
CENTRO CLÍNICO EL PLA (POLICLÍNICA EL PLA S.L.),B03360690,C2,N,N,"Gabriel Miró, 25",03201,ELCHE,ALICANTE,C. VALENCIANA,965443133,38.2622,-0.7011
"CENTRO CLÍNICO LA CHOPERA, S.L.",B80707508,C2,N,N,"Paseo de la Chopera, 121",28100,ALCOBENDAS,MADRID,C. MADRID,916610021,40.5447,-3.6406
CENTRO CLINICO QUIRURGICO 2000 SA,A81966756,C2,N,N,"AVDA JUAN CARLOS I , 13-1ª PLANTA",28905,GETAFE,MADRID,C. MADRID,916651717,40.2929,-3.7479
CENTRO CLÍNICO VALLECAS ,B87585584,C2,N,N,"C/ SIERRA DE LOS FILABRES, 3 LOCAL",28038,MADRID,MADRID,C. MADRID,639538481,40.3971,-3.658
CENTRO CONQUERO HUELVA S.L.,B21575139,C2,N,N,"PASEO DE LOS NARANJOS, 15",21004,HUELVA,HUELVA,ANDALUCÍA,959255526,37.2628,-6.9453
"CENTRO DE ACTIVIDADES MÉDICAS DE BARBATE ""EL CARMEN""",B11499486,C2,,,Avda. Juan Carlos I,11160,Barbate ,Cadiz ,ANDALUCÍA ,956431316,36.19195,-5.9209499999999995
CENTRO DE ATENCION TEMPRANA Y EDUCACION ESPECIAL GIRASOL S.L.- ALCALÁ DE GUADAIRA ,B90341280,C2,N,N,"C/ Silos, 13",41500,ALCALÁ DE GUADAIRA,SEVILLA,ANDALUCÍA,955688554,37.3379,-5.8395
CENTRO DE ATENCION TEMPRANA Y EDUCACION ESPECIAL GIRASOL S.L.- UTRERA,B90341281,C2,N,N,"Calle Zorrilla, 1",41710,UTREA,SEVILLA,ANDALUCÍA,956 969 535 - 680 291 294,37.18533333333334,-5.781133333333333
CENTRO DE CONSULTA Y REHABILITACION ARGOEN,B35459775,C2,,,C/GRAVINA 45,35010,LAS PALMAS DE GRAN CANARIAS,LAS PALMAS,CANARIAS,928268842,28.0997,-15.4134
CENTRO DE EXPLORACIONES MEDICAS COMPLEMENTARIAS S.A.,A29213832,C2,,,C/ Duquesa de parcent,29001,MALAGA,MALAGA,ANDALUCÍA ,952212144,36.7202,-4.4203
CENTRO DE FISIOT MANUEL GOMIS ANTON ( cambio CIF),B54884259,C2,N,N,MARIANO BENLLIURE 60,03201,ELCHE,ALICANTE,C. VALENCIANA,966223025,38.2622,-0.7011
CENTRO DE FISIOTERAPIA ALEJANDRO VALLEJO,48815867T,C2,,,Av. Almenilla nº 30 Local 7,41930,BORMUJOS,SEVILLA,ANDALUCÍA,9554060557/622438012,37.3715,-6.0723
CENTRO DE FISIOTERAPIA ALHAMBRA,74661138X,C2,N,N,"Avenida Nicolás Salmerón, n.2 tercero izq.",04700,EL EJIDO,ALMARÍA,ANDALUCÍA,950 572 075 ,36.79915,-2.8335999999999997
CENTRO DE FISIOTERAPIA FISIOCLINIC,B11780277,C2,N,N,"Nuestra Señora de los Remedios, 12",11130,CHICLANA,CÁDIZ,ANDALUCÍA,956534501,36.37833333333333,-6.1179
CENTRO DE FISIOTERAPIA FISIOKINE,B84651496,C2,,,c/ Rosa de Silva 19,28020,Madrid,MADRID,MADRID,91 5799652,40.4551,-3.6983
CENTRO DE FISIOTERAPIA PABLO HERNANDEZ,B04971248,C2,,,"Av. Peru, Edif. Pizarro 68, Bajo M-1",04006,ALMERIA,ALMERIA,ANDALUCÍA,633 056 076,36.8381,-2.4597
CENTRO DE FISIOTERAPIA PATRICIA PEÑA MOLINA,B18776740,C2,N,N,"Aguila, 23",18002,GRANADA,GRANADA,ANDALUCÍA,958523322,37.1753,-3.6041
CENTRO DE FISIOTERAPIA PEDRO LUIS UTRERA DEL CASTILLO,26215720K,C2,N,N," Doctor Fleming nº 5 , bajo",23700,LINARES,JAEN,ANDALUCÍA,953650203,38.0951,-3.6345
CENTRO DE FISIOTERAPIA SAMUEL ANCIANO,B13446752,C2,N,N,"Juan Bautista de la Concepción, 12",13600,ALCAZAR DE SAN JUAN,CIUDAD REAL,CASTILLA LA MANCHA,926551285,39.3901,-3.2083
CENTRO DE FISIOTERAPIA VALDEPEÑAS,B13398458,C2,N,N,Carcel Vieja,13300,VALDEPEÑAS,CIUDAD REAL,CASTILLA LA MANCHA,926347279,38.7613,-3.3848
CENTRO DE FISIOTERAPIA VEGA DEL SEGURA,34816906N,C2,N,N,"Calle Nicolás de las Peñas, 36",30130,BENIEL,MURCIA,REGIÓN DE MURCIA,968602710,38.046366666666664,-1.0025666666666666
CENTRO DE FISIOTERAPIA VITA,26477492F,C2,,,Avenida de Irlanda s/n Local 3 Bloque 4,11205,ALGECIRAS,CADIZ,ANDALUCÍA,956093424,36.1577,-5.4515
CENTRO DE FISIOTERAPIA Y REEDUCACION FUNCIONAL ML,B27726926,C2,,,"Dr. Carlos Colmeiro Laforet , 5 Baixo",36203,Vigo,PONTEVEDRA,GALICIA,986 229 697,42.2303,-8.7227
CENTRO DE FISIOTERAPIA Y REHABILITACIÓN SPEM,45885629P,C2,N,N,"Prolongación Avda. Ingenieros, nº7",38320,LA LAGUNA,SANTA CRUZ DE TENERIFE,CANARIAS,822 66 77 99,28.47993333333333,-16.309466666666665
CENTRO DE MEDICINA FISICA Y REHABILITACION DE VILA REAL S.L,B12374526,C2,N,N,AVD DEL CEDRE 30 BAJO,12540,VILA REAL,CASTELLON,C. VALENCIANA,964533353/666572577,39.9333,-0.1
CENTRO DE MEDICINA REHABILITADORA Y FISIOTERAPIA CARMEN VERA ,28784262S,C2,N,N,"AVDA. DE MAIRENA, 5 LOCAL 7",41927,MAIRENA DE ALJARAFE,SEVILLA,ANDALUCÍA,954172426/679700940,37.3446,-6.0639
CENTRO DE RECONOCIMIENTOS RIPOLLET,B08899593,C2,N,N,"Calvari, 107",08291,RIPOLLET,BARCELONA,CATALUÑA,936921609,41.4975,2.1576
CENTRO DE RECUPERACION FUNCIONAL ENSENADA 33,E12441101,C2,,,c/ Marques de la Ensenada 33 Bajo,12003,Castellon de la Plana,CASTELLON,VALENCIA,964260559 - 680460718,40.2108,0.0272
"CENTRO DE REHABILITACIÓN DEL VALLÉS, S.A.",A08371429,C1,N,N,"Montserrat, 35",08140,CALDES DE MONTBUI ,BARCELONA,CATALUÑA,967255998,41.62695,2.17815
"CENTRO DE REHABILITACIÓN DEL VALLÉS, S.A. - CALDES DE MONTBUI -",A08371429,C2,N,N," Montserrat, 35",08140,CALDE DE MOTBUI,BARCELONA,CATALUÑA,96 725 59 98,41.62695,2.17815
"CENTRO DE REHABILITACIÓN DEL VALLÉS, S.A. - GRANOLLERS -",A08371429,C2,N,N," Indústria, 2-4",08402,GRANOLLERS,BARCELONA,CATALUÑA,94 725 59 98,41.6219,2.295
"CENTRO DE REHABILITACIÓN DEL VALLÉS, S.A. - LA GARRIGA -",A08371429,C2,N,N,"C. Sant Francesc, 37",08530,LA GARRIGA,BARCELONA,CATALUÑA,95 725 59 98,41.6829,2.2861
"CENTRO DE REHABILITACIÓN DEL VALLÉS, S.A. - LLIÇÀ DE MUNT -",A08371429,C2,N,N,"Aliança, 5",08186,LLICA DE MUNT,BARCELONA,CATALUÑA,98 725 59 98,41.6167,2.2333
"CENTRO DE REHABILITACIÓN DEL VALLÉS, S.A. - MONTORNÉS DEL VALLÈS -",A08371429,C2,N,N,"Avda. Onze de Setembre, 47",08170,MONTORNES DEL VALLES,BARCELONA,CATALUÑA,97 725 59 98,41.5333,2.2667
"CENTRO DE REHABILITACIÓN DEL VALLÉS, S.A. - SABADELL -",A08371429,C2,N,N," Sallares i Pla, 67",08201,SABADELL,BARCELONA,CATALUÑA,93 725 59 98,41.5458,2.1053
CENTRO DE REHABILITACION MEDICA PASEO AL MAR,B96985940,C2,N,N,"Chile, 17 bajo",46021,VALENCIA,VALENCIA,C. VALENCIANA,96985940/963612121,39.4698,-0.3774
CENTRO DE REHABILITACION SAN ISIDRO S.L,B87400479,C2,,,"c/ Juan XXIII, 6",28850,TORREJON DE ARDOZ,MADRID,MADRID,918333966,40.4554,-3.4697
"CENTRO DE REHABILITACIÓN Y FISIOTERAPIA AMA, C.B.",E07620826,C2,N,N,"Cannes, 40, Esquina C/ Asdrúbal (El Arenal)",07600,PALMA DE MALLORCA,MALLORCA,BALEARES,971 26 35 22,39.5347,2.7001
CENTRO E INSTALACIONES ASISTENCIALES DE ASISA (CIASA),A21037122,C2,N,N,C/ Doña Berenguela,14006,CORDOBA,CORDOBA,ANDALUCÍA,957400333,37.8916,-4.7727
CENTRO FISIO CAMPO DE GIBRALTAR SC,J72199474,C2,N,N,"Avda. Venecia,  2 - Ur Jardines del Rosario Bloque 11 Local Centro Fisio",11205,ALGECIRAS,CÁDIZ ,ANDALUCÍA,856127897,36.1577,-5.4515
CENTRO FISIOMED ADVANCE - JOSE MANUEL ROYO S.L,B91321745,C2,,,Ronda de Capuchino 1 Local C,41009,SEVILLA,SEVILLA,ANDALUCÍA,954357087,37.4071,-5.9842
CENTRO FISIOTERAPIA FISIOCLINIC,B117800277,C2,N,N,"Ntra. Señora de los Remedios, 12",11130,CHICLANA DE LA FRONTERA,CADIZ,ANDALUCÍA,956534501,36.37833333333333,-6.1179
CENTRO FISIOTERAPIA MERCURIO,30980677E,C2,N,N,"Tarrasa,  11",00nan,CORDOBA ,,ANDALUCÍA,957403152,,
CENTRO FISIOTERAPIA NERVION,B91013318,C2,N,N,"Lictores,  36 bajo",41018,SEVILLA ,SEVILLA,ANDALUCÍA,954538786,37.3847,-5.9788
CENTRO FISIOTERAPIA SAN LAZARO,B36930683,C2,N,N,"Gregorio Espino, nº 48 Bajo",36205,VIGO,PONTEVEDRA,GALICIA,986274700,42.2298,-8.7036
CENTRO FISIOTERAPIA Y RECUPERACION FUNCIONAL FRANCISCO LLEDO,B03303021,C2,,,"MÉDICO Pascual Perez, 33",03001,Alicante,Alicante ,C. VALENCIANA,963526561,38.3447,-0.4865
CENTRO H. REGUERA PUERTO S.L.,B93517068,C2,N,N,C/ VALDEPEÑAS ED. SAYALOGA Nº 2,29740,TORRE DEL MAR,MALAGA,ANDALUCÍA,685 40 80 85,36.742,-4.0929
"CENTRO INSULAR DE REHABILITACION, S.L. (CM CEM Fuerteventura)",B35508951,C2,N,N,"Isla de la Graciosa, 17",35600,PUERTO DEL ROSARIO,LAS PALMAS,CANARIAS,928858200,28.5004,-13.862699999999998
CENTRO MASVITAE,B90136169,C2,,,c/ Garcia Lorca 24 Local 1,41806,UMBRETE,SEVILLA,ANDALUCÍA,955715990,37.3694,-6.1587
CENTRO MÉDICO AL-ANDALUS,B91625293,C2,N,N,"Amsterdam, 21-22",41089,MONTEQUINTO-DOS HERMANAS,SEVILLA,ANDALUCÍA,954129108,37.2829,-5.9209
CENTRO MÉDICO ALCALAMEDIC,B87585584,C,N,N,CALLE CRUZ DE GUADALAJARA 6,28805,ALCALÁ DE HENARES,MADRID,C. MADRID,639538481,40.50615,-3.3278
CENTRO MÉDICO ARAHAL,B90059197,C2,N,N,"C/Marchena, 4",41600,Arahal,Sevilla,ANDALUCÍA,954840996,37.1739,-5.564433333333334
CENTRO MÉDICO ARCO NORTE,B90039272,C2,N,N,Ronda Adolfo Suarez 38,41704,SEVILLA,SEVILLA,ANDALUCÍA,955408059,37.294,-5.9281
CLINICA ARNAO,B35821040,C2,N,N,"Licenciado Gilberto Monzón Mayor, 1, local A",35201,TELDE,LAS PALMAS,CANARIAS,928704013,,
CENTRO MÉDICO ASISTENCIAL VDC S.L -  clínica VIRGEN DEL CARMEN,B72376783,C2,,,"Avda. Menendez Pelayo, 123",11300,LA LÍNEA DE LA CONCEPCIÓN CÁDIZ,CÁDIZ,ANDALUCÍA ,856134576,36.1681,-5.3478
CENTRO MÉDICO ATLAS,B91198200,C2,N,N,"Avda. Juan Carlos I, 4",00nan,PILAS ,SEVILLA,ANDALUCÍA,954750139,,
CENTRO MÉDICO AVANZA,B72330194,C2,N,N,"Calle Banda Playa, 48",11540,SANLUCAR DE BARRAMEDA,CADIZ,ANDALUCÍA,637229358,36.776133333333334,-6.361433333333333
CENTRO MÉDICO AVENIDA 2,26736494Y,C2,,,"C/ Julio Burell, 18 ",23700,LINARES ,JAÉN,ANDALUCÍA,608892863,38.0951,-3.6345
CENTRO MÉDICO CALLOSA S C,J54470257,C2,,,HNOS PARRA 10/12,03360,CALLOSA DEL SEGURA,ALICANTE,C. VALENCIANA,688283705,38.13390476190476,-0.8624
"CENTRO MÉDICO CESANTES, S.L.",B36547131,C2,N,N,"Loural, 7 bajo",36693,CESANTES,PONTEVEDRA,GALICIA,986495985,42.3358,-8.5962
CENTRO MEDICO CLINISUR,J01617232,C2,NO,NO,"AVDA. REYES CATOLICOS, 4",11130,CHICLANA DE LA FRONTERA,CADIZ,ANDALUCIA,657437201,36.37833333333333,-6.1179
CENTRO MÉDICO COSTA DE LA LUZ S.L.,B72118300,C2,N,N,"San Juan Bosco, 11",11520,ROTA,CÁDIZ,ANDALUCÍA,956812593,36.669,-6.36808
CENTRO MÉDICO DE EXPECIALIDADES GOYA,B50463173,C2,N,N,"Félix Latassa, 6, Bajo",50006,ZARAGOZA,ZARAGOZA,ARAGÓN,976351234/8,41.6398,-0.8902
CENTRO MÉDICO DE REHABILITACIÓN ARBOLEDA-ORTEGA S.C.,J41846700,C2,N,N,"Cueva de Menga, 3 Ptal. 2 Local B ( Urb. Las Gondolas MZ.1)",41020,SEVILLA,SEVILLA,ANDALUCÍA,954257746,37.4005,-5.93
CENTRO MÉDICO DE REHABILITACIÓN ARBOLEDA-ORTEGA S.C.,J41846700,C2,N,N,"Galicia, 9 (Esquina Rafael Beca). ",41500,ALCALÁ DE GUADAIRA,SEVILLA,ANDALUCÍA,954101679,37.3379,-5.8395
CENTRO MÉDICO DE REHABILITACIÓN Y FISIOTERAPIA MESRO,B65519753,C2,N,N,"Santa Caterina, 8",08930,SANT ADRIÀ DE BESOS ,BARCELONA,CATALUÑA,934620911,41.4307,2.2186
CENTRO MÉDICO DENIA,B53325395,C2,N,N,"Beniarmut, 1",03700,DENIA,ALICANTE,C. VALENCIANA,902120244 /966435322,38.932048,0.017624
CENTRO MÉDICO DOCTHOS SALUD,B04778320,C2,N,N,C/ DUQUE DE AHUMADA. 54 BAJO,04800,ALBOX,ALMERIA,ANDALUCÍA,950120025,37.38845,-2.1468
CENTRO MÉDICO EL CASTRO PORRIÑO,B27785732,C2,N,N,"C/El Pinar, nº 1",36400,PORRIÑO,PONTEVEDRA,GALICIA,986064271,42.2603,-8.4818
POLICLÍNICO REDONDELA.( MÉDICO REDONDELA SL)CENTRO MÉDICO EL CASTRO REDONDELA,B94164530,C2,N,N,"Pai Crespo, nº41",36800,REDONDELA,PONTEVEDRA,GALICIA,886111975,42.369,-8.5199
CENTRO MÉDICO EL CASTRO VAL MIÑOR,B27761303,C2,N,N,"C/Dos Pazos, nº 2  Bajo",36350,NIGRÁN,PONTEVEDRA,GALICIA,98611451,42.1415,-8.8066
CENTRO MÉDICO EL CASTRO VIGO,A36606895,B,S,S,"Manuel Olivié, 11",36203,VIGO,PONTEVEDRA,GALICIA,986411466 Ext. 200,42.2303,-8.7227
CENTRO MÉDICO ELDA,B54087960,C2,,,"Avda. de los Tilos,13",03900,ELDA,ALICANTE,C. VALENCIANA,966195959,,
CLINICA MEMPHY,B90333782,C2,N,N,C/ FRAY CIPRIANO DE UTRERA 16,41710,UTRERA,SEVILLA,ANDALUCÍA,955864753,37.18533333333334,-5.781133333333333
CENTRO MÉDICO HELLIN SL,B02214401,C2,,,DR CERDA MARTI 12,02401,HELLIN,ALBACETE,CASTILLA LA MANCHA,967301661,,
CENTRO MÉDICO JACINTO LÓPEZ SLU,B36399970,C2,N,N,"Agustin Romero, 5 bajo",36600,VILAGARCIA DE AROUSA,PONTEVEDRA,GALICIA,986510197,42.5963,-8.7643
CENTRO MÉDICO JUAN XXIII,B30392237,C2,,,"C/ Ronda levante,14",30008,MURCIA,MURCIA,REGIÓN DE MURCIA,968238510,37.987,-1.13
CENTRO MÉDICO LA CORREDERA,B90041351,C2,N,N,"C/ Corredera, 43",41600,ARAHAL,SEVILLA,ANDALUCÍA,954020087,37.1739,-5.564433333333334
CENTRO MÉDICO LA DEHESA,B88454400,C2,N,N,"PASEO GREGORIO MARAÑON, 6",28702,SAN SEBASTIAN DE LOS REYES,MADRID,C. MADRID,916678724 - 601039902,40.5443,-3.6159
CENTRO MÉDICO LA ESTRELLA S.L.,B90321126,C2,N,N,Avda. Primero de Mayo 24,41100,CORIA DEL RIO,SEVILLA ,ANDALUCÍA,954771390,37.28053333333333,-6.0523
CENTRO MÉDICO LA SAFOR GANDÍA,B96821574,B,N,S,"Carrer de Daimuz, 26",46701,GANDÍA,VALENCIA,C. VALENCIANA,902120244/962874740,38.9719,-0.1807
CENTRO MÉDICO LA UNION,B90324633,C2,N,N,C/ SANTA CRUZ 7,41300,SAN JOSE DE LA RINCONADA,SEVILLA,ANDALUCÍA,955494252,37.482683333333334,-5.928816666666666
"CENTRO MÉDICO LAMAR, S.L.",B13265657,C2,N,N,"Pintor Francisco Carretero, 11",13700,TOMELLOSO,CIUDAD REAL,CASTILLA LA MANCHA,926514055,39.1574,-3.0191
CENTRO MÉDICO LANSYS S.L.,B11448214,C2,N,N,"Avda. Micaela Aramburu de Mora,  21",11500,PUERTO DE SANTAMARÍA,CÁDIZ,ANDALUCÍA,956871111,36.59493333333333,-6.219733333333333
CENTRO MÉDICO LEON XIII (CAMBIA CIF),B90351917,C2,,,"LEON, XIII",41009,SEVILLA,SEVILLA,ANDALUCÍA,954359459,37.4071,-5.9842
CENTRO MÉDICO LORA DEL RIO,B90081514,C2,N,N,"Sierra de Cazorla, 16 a",41440,LORA DEL RIO,SEVILLA,ANDALUCÍA,955802970/638983161,37.67151666666667,-5.508166666666667
CENTRO MÉDICO MAPFRE  SALUD A CORUÑA,A83276543,C2,N,N,"Fernando Macias, 31-33C",15004,A CORUÑA,CORUÑA,GALICIA,981145955,43.3654,-8.4101
CENTRO MÉDICO MAPFRE SALUD ALICANTE,A83276543,C2,N,N,Avda Eugenio Sempere,03003,ALICANTE,VALENCIA,C. VALENCIANA,965224722,38.3417,-0.4908
CENTRO MÉDICO MAPFRE SALUD BADAJOZ,A83276543,C2,N,N, C/ Fernando Calzadilla nº 16,06004,BADAJOZ,BADAJOZ,EXTREMADURA,924171500,38.8715,-6.9739
CENTRO MÉDICO MAPFRE SALUD BARCELONA ,A83276543,C2,N,N,"Muntaner, 40-42",08011,BARCELONA,BARCELONA,CATALUÑA,936344140,41.3846,2.1595
CENTRO MÉDICO MAPFRE SALUD GIJÓN,A83276543,C2,N,N,"Capua, 29",33202,GIJON,GIJÓN,ASTURIAS,985867110,43.5357,-5.6615
CENTRO MEDICO MAPFRE SALUD LEGANÉS,A83276543,C2,NO,NO,Avenida Fuenlabrada nº 37,28912,LEGANÉS,MADRID,MADRID,915687191,40.3272,-3.7635
CENTRO MÉDICO MAPFRE LAS TABLAS,A83276543,C2,N,N,Calle Boadilla del Camino 2,28050,MADRID,MADRID,C. MADRID,917283680,40.4975,-3.6637
CENTRO MÉDICO MAPFRE SALUD MAJADAHONDA,A83276543,C2,N,N,Carretra de Pozuelo nº 32-34,28222,MAJADAHONDA,MADRID,C. MADRID,918669530,40.4522,-3.8725
CENTRO MÉDICO MAPFRE SALUD MÁLAGA,A83276543,C2,N,N,"Avda. de Andalucia, 24",29007,MÁLAGA,MÁLAGA,ANDALUCÍA,951305500,36.7202,-4.4203
CENTRO MÉDICO MAPFRE SALUD NUÑEZ DE BALBOA,A83276543,C2,N,N,"Núñez de Balboa, 71",28001,MADRID,MADRID,C. MADRID,913964709,40.4255,-3.6834
CENTRO MÉDICO MAPFRE SALUD PALMA ,A83276543,C2,N,N,"Paseo de Mallorca, 17",07011,PALMA,PALMA,BALEARES,97122435,39.5694,2.6502
CENTRO MÉDICO MAPFRE SALUD SEVILLA (POLICLINICO SALUD 4 SEVILLA),A83276543,C2,N,N,"Luis Montoto, 25",41018,SEVILLA,SEVILLA,ANDALUCÍA,955796975,37.3847,-5.9788
CENTRO MÉDICO MAPFRE SALUD TENERIFE ,A83276543,C2,N,N,"José Hernández Alfonso,26",38003,SANTA CRUZ DE TENERIFE,SANTA CRUZ DE TENERIFE,CANARIAS,922209461,28.4682,-16.2546
CENTRO MÉDICO MAPFRE SALUD VALENCIA,A83276543,C2,N,N,"Plza. de la legión Española, 13",46010,VALENCIA,VALENCIA,C. VALENCIANA,962565760,39.4698,-0.3774
CENTRO MÉDICO MAPFRE SALUD ZARAGOZA,A83276543,C2,N,N,"Camino de las Torres, 16-18",50008,ZARAGOZA,ZARAGOZA,ARAGÓN,976491196,41.6422,-0.878
CENTRO MÉDICO MAR MENOR - San Javier,B30447775,C2,,,c/ Calderon de la Barca 28,30730,SAN JAVIER,MURCIA,MURCIA,968191800,37.8036,-0.8336
CENTRO MÉDICO MAR MENOR - San Pedro del Pinatar,B30447775,C2,,,Avenida Emilio Castelar 98,30740,SAN PEDRO DEL PINATAR,MURCIA,MURCIA,968191800,37.80092105263158,-0.8748631578947368
CENTRO MEDICO MEDIFYT,B87585584,C2,NO,NO,CALLE NAVARRA 4 ,28913,LEGANÉS,MADRID,MADRID,639538481,40.3272,-3.7635
CENTRO MEDICO RECOLETAS MEDINA,B34002592,C2,N,N,"Avda. Lope de Vega, 37 Bajo",47400,MEDINA DEL CAMPO,VALLADOLID,CASTILLA LEÓN,983811124,41.3124,-4.9141
CENTRO MEDICO RECOLETAS ÍSCAR,B34002592,C2,N,N,C/ Fausto Herrero 1,47420,ISCAR,VALLADOLID,CASTILLA LEÓN,983612636,41.3612,-4.5335
CENTRO MÉDICO MOLINS ,B08743684,C1,N,N,"Ps. Del Terraple, 97",08750,MOLINS DE REI,BARCELONA,CATALUÑA,936685530,41.4231,2.032575
CENTRO MÉDICO MONCLOA,B87585584,C2,N,N,"CALLE ANDRES MELLADO 36, BAJO-LOCAL",28015,MADRID,MADRID,C. MADRID,639538481,40.4319,-3.7106
CENTRO MÉDICO MONTEALTO S.L.,B11873817,C2,N,N,Avda. De Lebrija Esqu. C/ Sierra Aljibe s/n,11407,JEREZ DE LA FRONTERA,CÁDIZ,ANDALUCÍA,956187568,36.6865,-6.1361
"CENTRO MÉDICO NAEKO, SL",B60044666,C2,N,N,"C/ DEL SOL ,165 LOCAL A-B",08201,SABADELL ,BARCELONA,CATALUÑA,937278501,41.5458,2.1053
CENTRO MÉDICO NTRA. SRA. DEL ROCIO,B41843400,C2,N,N,"Jesus Centeno, 24",41960,GINES,SEVILLA,ANDALUCÍA,954717120/629829457,37.3867,-6.078
CENTRO MÉDICO NUESTRA SEÑORA DE LA ESPERANZA S.L,B41775156,C2,,,C/ VIZCAYA 23,41702,DOS HERMANAS,SEVILLA,ANDALUCÍA,955662120,37.2794,-5.9151
"CENTRO MÉDICO NUESTRA SEÑORA DE LOS REMEDIOS, S.L.",B11448438,C,N,S,"Avda. Fernando Quiñones, 1 ",11600,UBRIQUE,Cádiz,ANDALUCÍA,656821717,36.6755,-5.4454
CENTRO MÉDICO OLISALUD,B41874686,C2,N,N,"Mures, nº 6",41804,OLIVARES,SEVILLA,ANDALUCÍA,954112838,37.4184,-6.1559
CENTRO MÉDICO PARQUE DE LAS NACIONES,B53891248,C2,N,N,C/ Ronda Cesar Canovas Giralda 12 Bj,21810,TORREVIEJA,ALICANTE,C. VALENCIANA,966116717,37.2346,-6.8947
CENTRO MÉDICO PASEO,E73195885,C2,N,N,"C/ Paseo, n.15 bajo",30530,CIEZA,MURCIA,REGIÓN DE MURCIA,968764062,38.23975,-1.420216666666667
"CENTRO MÉDICO POR TU SALUD, S.L.U",B74121609,C2,N,N,"Maria Zambrano, 1",33400,AVILES,ASTURIAS,ASTURIAS,985526162,43.5547,-5.9248
"CENTRO MÉDICO PSOAS, S.L.",B30632509,C2,N,N,"Príncipe de Asturias, 9",30204,CARTAGENA,MURCIA,REGIÓN DE MURCIA,968528672,37.6051,-0.9862
CENTRO MÉDICO QUIRON SALUD ALGECIRAS,B85982767,C2,,,"Plaza Andalucia,1 ",11201,Algeciras,Cadiz ,ANDALUCÍA,956798301,36.1301,-5.4485
CENTRO MÉDICO QUIRON SALUD DON BENITO,B87324844,C2,,,c/ Torres Isunza 2,06400,DON BENITO,BADAJOZ,EXTREMADURA,924171180,38.9564,-5.8612
CENTRO MÉDICO QUIRON SALUD TOLEDO,B87324844,C2,,,Bajada de Castilla La Mancha 3,45003,TOLEDO,TOLEDO,CASTILLA LA MANCHA,925266100,39.8659,-4.0231
CENTRO MÉDICO QUIRÓNSALUD ALMENDRALEJO,B87324844,C2,N,N,"José Barrio Bardón, s/n",06200,ALMENDRALEJO,BADAJOZ,EXTREMADURA,924666925,38.681,-6.4064
CENTRO MÉDICO QUIRONSALUD CAMPOS (IDCQ HOSPITALES Y SANIDAD SLU),B87324844,C2,N,N,"Ronda de Manacor, 25",07630,CAMPOS ,MALLORCA,BALEARES,971 46 62 62,39.43105,3.0193000000000003
CENTRO MÉDICO QUIRONSALUD INCA (IDCQ HOSPITALES Y SANIDAD SLU),B87324844,C2,N,N,"Gran Vía Colón, 201",07300,INCA ,MALLORCA,BALEARES,971 73 16 47 Ext. 4600,39.7204,2.9094
CENTRO MÉDICO QUIRONSALUD MANACOR (IDCQ HOSPITALES Y SANIDAD SLU),B87324844,C2,N,N,"Rambla del Rei en Jaume, 33",07500,MANACOR ,MALLORCA,BALEARES,971 46 62 62,39.5688,3.2085
CENTRO MÉDICO QUIRÓNSALUD NUREDDUNA (IDCQ HOSPITALES Y SANIDAD SLU),B87324844,C,N,N,"Nuredduna, 4",07006,PALMA DE MALLORCA,MALLORCA,BALEARES,971 46 62 62,39.5694,2.6502
CENTRO MÉDICO QUIRONSALUD SOLLER (IDCQ HOSPITALES Y SANIDAD SLU),B87324844,C2,N,N,"Carrer de sa Mar, 163",07100,SÓLLER,MALLORCA,BALEARES,971466262,39.7662,2.7152
CENTRO MÉDICO QUIRONSALUD PALMANOVA (IDCQ HOSPITALES Y SANIDAD SLU),B87324844,C2,N,N,"Córdoba, s/nº Local 4 (Son Caliu)",07181,PALMANOVA (CALVIÁ),MALLORCA,BALEARES,971 46 62 62,39.554916666666664,2.575458333333333
CENTRO MÉDICO RECOLETOS 8,B47716113,C2,N,N,C/ACERA DE RECOLETOS Nº 8,04700,VALLADOLID,VALLADOLID,CASTILLA LEÓN,983136600/983136210,36.79915,-2.8335999999999997
CENTRO MÉDICO RIO BESAYA,B39528922,C2,N,N,C/HERMILIO ALCALDE DEL RIO 7,39300,TORRELAVEGA,CANTABRIA,CANTABRIA,942835208,43.34543333333333,-4.050188888888889
